----------------------------969969099448951372522494
Content-Disposition: form-data; name="file"; filename="RawData.csv"
Content-Type: text/csv

"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.259724975E1,-6.084539890E-1,-9.210370183E-1,-5.870249867E-1,1.250249487E0
1.260226268E1,-7.254700065E-1,-8.532860279E-1,-4.257299900E-1,1.198186046E0
1.260727560E1,-8.699889779E-1,-7.712349892E-1,-2.781449854E-1,1.195428318E0
1.261228852E1,-1.014919996E0,-7.162809968E-1,-1.441610008E-1,1.250561258E0
1.261730145E1,-1.092355967E0,-6.613249779E-1,-1.012100000E-2,1.276986577E0
1.262231437E1,-1.129470944E0,-5.934630036E-1,1.104800031E-1,1.280667319E0
1.262732706E1,-1.126232982E0,-5.125780106E-1,2.312420011E-1,1.258812857E0
1.263234001E1,-1.095971942E0,-4.190309942E-1,2.977319956E-1,1.210531211E0
1.263735285E1,-1.065958977E0,-3.129279912E-1,3.508270085E-1,1.165020196E0
1.264236576E1,-1.022184014E0,-2.355369925E-1,3.224749863E-1,1.097418767E0
1.264737845E1,-9.784910083E-1,-1.183509976E-1,2.262330055E-1,1.011253175E0
1.265239141E1,-8.939840198E-1,-2.945500053E-2,1.301960051E-1,9.038949189E-1
1.265740426E1,-8.097440004E-1,7.226099819E-2,-2.015299909E-2,8.132116216E-1
1.266241718E1,-7.391520143E-1,1.459870040E-1,-1.567340046E-1,7.695605588E-1
1.266743011E1,-6.823949814E-1,2.056619972E-1,-2.659719884E-1,7.607239094E-1
1.267244303E1,-6.255919933E-1,2.925310135E-1,-3.751890063E-1,7.859430809E-1
1.267745595E1,-5.687140226E-1,3.659250140E-1,-4.707989991E-1,8.240075564E-1
1.268246888E1,-5.387690067E-1,3.986589909E-1,-5.800660253E-1,8.863845820E-1
1.268748158E1,-5.225179791E-1,4.454779923E-1,-6.349089742E-1,9.351925393E-1
1.269249449E1,-4.788410068E-1,4.928309917E-1,-6.625970006E-1,9.545710457E-1
1.269750734E1,-4.351420105E-1,5.407890081E-1,-6.903730035E-1,9.789873362E-1
1.270252027E1,-4.185220003E-1,5.618889928E-1,-6.637240052E-1,9.650955704E-1
1.270753319E1,-4.156390131E-1,5.698419809E-1,-6.235089898E-1,9.414027474E-1
1.271254588E1,-3.854919970E-1,5.781630278E-1,-5.697169900E-1,8.985844507E-1
1.271755881E1,-3.553070128E-1,5.595880151E-1,-5.295860171E-1,8.484357191E-1
1.272257165E1,-3.519220054E-1,5.820209980E-1,-4.758690000E-1,8.300896609E-1
1.272758457E1,-3.482500017E-1,5.776730180E-1,-4.358460009E-1,8.030852482E-1
1.273259749E1,-3.441820145E-1,5.737259984E-1,-3.822790086E-1,7.705582527E-1
1.273761042E1,-3.808529973E-1,5.566549897E-1,-3.151600063E-1,7.444727078E-1
1.274262329E1,-4.308489859E-1,5.397019982E-1,-2.616809905E-1,7.385025635E-1
1.274763598E1,-4.811309874E-1,5.502229929E-1,-2.081979960E-1,7.599860357E-1
1.275264890E1,-5.454840064E-1,5.060470104E-1,-1.410070062E-1,7.573106059E-1
1.275766182E1,-6.239659786E-1,4.751470089E-1,-7.370399684E-2,7.877375843E-1
1.276267466E1,-6.751250029E-1,4.432680011E-1,-4.709399864E-2,8.090105902E-1
1.276768759E1,-7.126320004E-1,4.379459918E-1,-6.122199818E-2,8.386830109E-1
1.277270029E1,-7.364259958E-1,4.455260038E-1,-7.522799820E-2,8.639883791E-1
1.277771321E1,-7.464839816E-1,4.661599994E-1,-1.027610004E-1,8.860605527E-1
1.278272605E1,-7.698169947E-1,4.725750089E-1,-1.302140057E-1,9.126341170E-1
1.278773897E1,-7.930889726E-1,4.922809899E-1,-1.848489940E-1,9.515775544E-1
1.279275188E1,-8.435590267E-1,5.117049813E-1,-2.258110046E-1,1.012138543E0
1.279776457E1,-8.806110024E-1,5.174319744E-1,-2.939719856E-1,1.062841058E0
1.280277748E1,-9.178940058E-1,4.958370030E-1,-3.620879948E-1,1.104305870E0
1.280779040E1,-9.148839712E-1,5.015789866E-1,-4.029160142E-1,1.118452268E0
1.281280322E1,-8.849120140E-1,5.210959911E-1,-4.164879918E-1,1.108184349E0
1.281781622E1,-8.142830133E-1,5.544959903E-1,-4.164429903E-1,1.069554764E0
1.282282908E1,-7.704700232E-1,5.745009780E-1,-4.164539874E-1,1.047429880E0
1.282784201E1,-6.990470290E-1,5.814129710E-1,-4.165590107E-1,1.000114594E0
1.283285470E1,-6.112719774E-1,5.694649816E-1,-4.272519946E-1,9.383432541E-1
1.283786761E1,-5.479480028E-1,5.858550072E-1,-4.000180066E-1,8.963746476E-1
1.284288046E1,-5.020290017E-1,5.804730058E-1,-3.187919855E-1,8.310296980E-1
1.284789335E1,-4.416800141E-1,6.027889848E-1,-2.513119876E-1,7.884120180E-1
1.285290627E1,-3.425289989E-1,5.441200137E-1,-1.527509987E-1,6.608521559E-1
1.285791897E1,-2.502270043E-1,5.349439979E-1,-1.696100086E-2,5.908183393E-1
1.286293190E1,-1.452910006E-1,5.296059847E-1,1.591970026E-1,5.717828780E-1
1.286794482E1,-6.593599916E-2,5.508649945E-1,2.944560051E-1,6.280956433E-1
1.287295767E1,2.874499932E-2,5.983430147E-1,3.616240025E-1,6.997232006E-1
1.287797067E1,1.110190004E-1,6.854850054E-1,4.016279876E-1,8.021969531E-1
1.288298351E1,1.531549990E-1,7.712939978E-1,4.145300090E-1,8.889240761E-1
1.288799644E1,1.820379943E-1,8.697159886E-1,4.003089964E-1,9.745722266E-1
1.289300938E1,1.974480003E-1,9.807649851E-1,3.726049960E-1,1.067576766E0
1.289802207E1,2.128369957E-1,1.077324986E0,3.314099908E-1,1.147066387E0
1.290303498E1,2.554180026E-1,1.173200965E0,2.630819976E-1,1.229166790E0
1.290804783E1,3.116259873E-1,1.255033016E0,2.084349990E-1,1.309833492E0
1.291306075E1,3.678289950E-1,1.323107004E0,1.674299985E-1,1.383453331E0
1.291807348E1,4.513419867E-1,1.363960028E0,1.536570042E-1,1.444889968E0
1.292308641E1,5.213159919E-1,1.391505957E0,1.398310065E-1,1.492518643E0
1.292809935E1,6.051710248E-1,1.419510961E0,1.940169930E-1,1.555276802E0
1.293311219E1,6.895760298E-1,1.407310009E0,2.480610013E-1,1.586685483E0
1.293812519E1,7.473319769E-1,1.395871997E0,3.291830122E-1,1.617196701E0
1.294313804E1,7.919499874E-1,1.371443033E0,4.237950146E-1,1.639403242E0
1.294815096E1,7.823969722E-1,1.320299029E0,5.455459952E-1,1.628789422E0
1.295316388E1,7.456449866E-1,1.255892038E0,6.808649898E-1,1.611467776E0
1.295817657E1,7.222750187E-1,1.218741059E0,8.434439898E-1,1.648759757E0
1.296318953E1,7.256439924E-1,1.194767952E0,1.046995997E0,1.746490848E0
1.296820237E1,7.285180092E-1,1.183572054E0,1.237090945E0,1.860638413E0
1.297321530E1,7.444779873E-1,1.143887997E0,1.372931004E0,1.935889140E0
1.297822800E1,7.598729730E-1,1.075315952E0,1.509057045E0,2.002739248E0
1.298324093E1,7.475399971E-1,1.018429041E0,1.604642987E0,2.042276395E0
1.298825386E1,7.484639883E-1,9.730910063E-1,1.646080971E0,2.053457331E0
1.299326672E1,7.217990160E-1,9.801459908E-1,1.619753003E0,2.026149001E0
1.299827972E1,7.219859958E-1,9.987120032E-1,1.566530943E0,1.993165482E0
1.300329256E1,6.536430120E-1,1.042984962E0,1.459097981E0,1.908935237E0
1.300830548E1,5.441690087E-1,1.085698009E0,1.270208955E0,1.757353369E0
1.301331843E1,4.209089875E-1,1.086498022E0,1.040647984E0,1.562238955E0
1.301833112E1,2.976720035E-1,1.113988042E0,7.839450240E-1,1.394326999E0
1.302334406E1,1.883749962E-1,1.073968053E0,5.407639742E-1,1.217094160E0
1.302835699E1,7.965300232E-2,9.805679917E-1,3.927249908E-1,1.059288018E0
1.303336984E1,-6.912399828E-2,7.665079832E-1,2.715739906E-1,8.161280830E-1
1.303838276E1,-2.305900007E-1,5.279970169E-1,8.181799948E-2,5.819336589E-1
1.304339545E1,-3.373439908E-1,2.255689949E-1,1.397200022E-2,4.060511746E-1
1.304840838E1,-3.624599874E-1,-1.126819998E-1,6.792700291E-2,3.856015473E-1
1.305342121E1,-3.200919926E-1,-4.584720135E-1,2.027020007E-1,5.947634588E-1
1.305843421E1,-1.563860029E-1,-7.840830088E-1,5.272570252E-1,9.577278931E-1
1.306344706E1,7.365600020E-2,-1.103973031E0,1.082651019E0,1.548003517E0
1.306845975E1,2.750320137E-1,-1.432958961E0,1.841832042E0,2.349757277E0
1.307347291E1,4.482510090E-1,-1.678022027E0,2.587213039E0,3.116144766E0
1.307848560E1,6.068469882E-1,-1.896185994E0,3.332806110E0,3.882187677E0
1.308349852E1,6.419379711E-1,-2.064053059E0,3.970181942E0,4.520480510E0
1.308851144E1,5.949019790E-1,-2.156274080E0,4.431433201E0,4.963972853E0
1.309352427E1,4.532920122E-1,-2.175132036E0,4.648643970E0,5.152335760E0
1.309853719E1,1.907829940E-1,-2.163098097E0,4.553835869E0,5.045078062E0
1.310354988E1,-1.917240024E-1,-2.080102921E0,4.119804859E0,4.619131772E0
1.310856280E1,-5.850819945E-1,-1.952651024E0,3.400954962E0,3.965055058E0
1.311357564E1,-8.940410018E-1,-1.847257972E0,2.383512974E0,3.145283043E0
1.311858856E1,-1.160241008E0,-1.734617949E0,1.244384050E0,2.429722266E0
1.312360147E1,-1.316629052E0,-1.611063957E0,2.147140056E-1,2.091683829E0
1.312861416E1,-1.363566041E0,-1.515761018E0,-6.512169838E-1,2.140310111E0
1.313362732E1,-1.423382998E0,-1.378353953E0,-1.340165973E0,2.392054266E0
1.313864001E1,-1.495324016E0,-1.252110958E0,-1.947747946E0,2.756355896E0
1.314365292E1,-1.606933951E0,-1.188756943E0,-2.569775105E0,3.255629568E0
1.314866584E1,-1.690626979E0,-1.215469956E0,-3.083684921E0,3.720846609E0
1.315367869E1,-1.720188975E0,-1.276669025E0,-3.421530962E0,4.036806663E0
1.315869161E1,-1.750669956E0,-1.262940049E0,-3.528911114E0,4.136795440E0
1.316370454E1,-1.755282998E0,-1.227928996E0,-3.501315117E0,4.104635863E0
1.316871723E1,-1.761392951E0,-1.172359943E0,-3.365861893E0,3.975670918E0
1.317373013E1,-1.674656987E0,-1.232862949E0,-3.204128981E0,3.819799681E0
1.317874297E1,-1.863600016E0,-1.341722012E0,-2.648228884E0,3.505187469E0
1.318375588E1,-1.796919942E0,-1.377248049E0,-2.229183912E0,3.177262089E0
1.318876857E1,-1.747776985E0,-1.367419958E0,-1.715234995E0,2.804744698E0
1.319378172E1,-1.647050977E0,-1.422374964E0,-1.119840980E0,2.447441782E0
1.319879441E1,-1.466043949E0,-1.461102962E0,-6.200259924E-1,2.160680207E0
1.320380733E1,-1.339439034E0,-1.458021998E0,-1.338900030E-1,1.984402078E0
1.320882026E1,-1.293462038E0,-1.467460990E0,3.248530030E-1,1.982930981E0
1.321383319E1,-1.299999952E0,-1.531000972E0,6.336719990E-1,2.106063640E0
1.321884604E1,-1.359043002E0,-1.635128021E0,9.015439749E-1,2.309420504E0
1.322385894E1,-1.334336996E0,-1.590361953E0,1.115023017E0,2.356476753E0
1.322887164E1,-1.226027966E0,-1.599972963E0,1.287580013E0,2.391844549E0
1.323388456E1,-1.102377057E0,-1.623566985E0,1.460157037E0,2.446071034E0
1.323889741E1,-1.004181981E0,-1.593196034E0,1.619143963E0,2.483602671E0
1.324391034E1,-9.452260137E-1,-1.564458013E0,1.710222006E0,2.503166075E0
1.324892303E1,-8.443089724E-1,-1.523376942E0,1.719748974E0,2.447666538E0
1.325393595E1,-7.566000223E-1,-1.429685950E0,1.661466956E0,2.318818224E0
1.325894888E1,-7.102149725E-1,-1.338081002E0,1.562697053E0,2.176439330E0
1.326396180E1,-6.241509914E-1,-1.236139059E0,1.450863957E0,2.005644649E0
1.326897473E1,-5.122069716E-1,-1.164350986E0,1.285055041E0,1.808158085E0
1.327398766E1,-4.835369885E-1,-1.027912974E0,1.078951955E0,1.566700489E0
1.327900051E1,-4.973730147E-1,-8.812929988E-1,8.597840071E-1,1.327887723E0
1.328401344E1,-4.991370142E-1,-7.384129763E-1,5.867099762E-1,1.067061422E0
1.328902614E1,-4.886150062E-1,-5.984510183E-1,2.732270062E-1,8.194762001E-1
1.329403906E1,-4.521349967E-1,-4.337129891E-1,-9.434399754E-2,6.335880381E-1
1.329905198E1,-4.443460107E-1,-2.434889972E-1,-3.526310027E-1,6.173158778E-1
1.330406484E1,-4.374690056E-1,-2.709800005E-2,-5.562340021E-1,7.081734940E-1
1.330907777E1,-4.720900059E-1,1.614930034E-1,-7.460950017E-1,8.975559678E-1
1.331409046E1,-5.750480294E-1,3.089349866E-1,-8.950369954E-1,1.107796139E0
1.331910338E1,-6.777240038E-1,4.290879965E-1,-1.030367970E0,1.305788838E0
1.332411622E1,-7.796090245E-1,5.359939933E-1,-1.193040967E0,1.522638020E0
1.332912914E1,-8.396440148E-1,6.709960103E-1,-1.342273951E0,1.719574679E0
1.333414206E1,-8.985679746E-1,7.664170265E-1,-1.410024047E0,1.839289884E0
1.333915499E1,-9.561560154E-1,8.225640059E-1,-1.450832963E0,1.922436515E0
1.334416792E1,-1.025876999E0,8.531799912E-1,-1.451104045E0,1.971304812E0
1.334918085E1,-1.080891013E0,8.583279848E-1,-1.424435973E0,1.983449055E0
1.335419354E1,-1.094130993E0,8.242499828E-1,-1.343551993E0,1.918760700E0
1.335920646E1,-1.024832010E0,7.916200161E-1,-1.181177020E0,1.752747002E0
1.336421932E1,-9.003739953E-1,7.463020086E-1,-1.005339980E0,1.542189513E0
1.336923225E1,-7.890620232E-1,6.880059838E-1,-7.887449861E-1,1.310759232E0
1.337424516E1,-7.045720220E-1,6.433500051E-1,-5.585550070E-1,1.105578880E0
1.337925785E1,-6.199110150E-1,6.119880080E-1,-3.419519961E-1,9.358152361E-1
1.338427077E1,-5.626519918E-1,5.932070017E-1,-1.660690010E-1,8.342965443E-1
1.338928362E1,-5.467000008E-1,5.869539976E-1,-3.088100068E-2,8.027138484E-1
1.339429653E1,-5.585409999E-1,5.520769954E-1,7.727099955E-2,7.891310821E-1
1.339930945E1,-5.437059999E-1,5.431489944E-1,1.447529942E-1,7.820361077E-1
1.340432239E1,-5.157799721E-1,5.466099977E-1,2.396579981E-1,7.888266129E-1
1.340933531E1,-4.473220110E-1,5.764510036E-1,2.938239872E-1,7.865909207E-1
1.341434802E1,-3.656120002E-1,6.056360006E-1,3.072299957E-1,7.712699723E-1
1.341936094E1,-2.979899943E-1,6.480600238E-1,3.207170069E-1,7.820736728E-1
1.342437388E1,-2.306690067E-1,6.767879725E-1,4.023379982E-1,8.204425727E-1
1.342938672E1,-1.224910021E-1,7.057620287E-1,4.566929936E-1,8.495131413E-1
1.343439963E1,-2.808400057E-2,7.351740003E-1,4.701499939E-1,8.731039678E-1
1.343941232E1,9.329199791E-2,7.379239798E-1,5.652880073E-1,9.342300187E-1
1.344442524E1,2.143419981E-1,7.547119856E-1,6.740300059E-1,1.034335111E0
1.344943816E1,3.487499952E-1,7.444450259E-1,8.100140095E-1,1.154100365E0
1.345445100E1,4.150759876E-1,7.478089929E-1,9.459959865E-1,1.275309677E0
1.345946400E1,5.225200057E-1,7.783030272E-1,1.081969976E0,1.431587157E0
1.346447661E1,6.302080154E-1,7.812830210E-1,1.163475037E0,1.536632507E0
1.346948977E1,7.242890000E-1,7.840639949E-1,1.258620977E0,1.650296237E0
1.347450244E1,7.500860095E-1,7.865269780E-1,1.326576948E0,1.714951926E0
1.347951536E1,7.754700184E-1,7.614060044E-1,1.462705016E0,1.822251030E0
1.348452828E1,8.957219720E-1,7.358080149E-1,1.517200947E0,1.909353293E0
1.348954113E1,9.470000267E-1,7.096830010E-1,1.639927030E0,2.022330259E0
1.349455406E1,1.038537979E0,6.692720056E-1,1.830875993E0,2.208753733E0
1.349956675E1,1.088855982E0,6.279389858E-1,1.994714975E0,2.357711295E0
1.350457968E1,1.084421992E0,5.854560137E-1,2.158699989E0,2.485702204E0
1.350959261E1,1.011549950E0,5.687779784E-1,2.282006979E0,2.560136235E0
1.351460547E1,8.701810241E-1,5.504400134E-1,2.432770014E0,2.641698159E0
1.351961847E1,7.287639976E-1,5.438629985E-1,2.597363949E0,2.751941752E0
1.352463107E1,5.472270250E-1,5.488460064E-1,2.721263885E0,2.829481665E0
1.352964422E1,3.804199994E-1,5.377659798E-1,2.790867090E0,2.867551349E0
1.353465715E1,1.878399998E-1,5.241190195E-1,2.751681089E0,2.807442507E0
1.353966977E1,2.403599955E-2,5.077040195E-1,2.658212900E0,2.706369695E0
1.354468277E1,-1.380389929E-1,4.754830003E-1,2.469536066E0,2.518679660E0
1.354969561E1,-2.712709904E-1,4.410479963E-1,2.226536036E0,2.285951444E0
1.355470855E1,-3.758989871E-1,3.778170049E-1,1.970031023E0,2.040849815E0
1.355972147E1,-4.654369950E-1,3.542039990E-1,1.699987054E0,1.797789769E0
1.356473416E1,-5.947080255E-1,3.714219928E-1,1.416293025E0,1.580353715E0
1.356974708E1,-6.822230220E-1,4.292959869E-1,1.146234989E0,1.401277255E0
1.357475992E1,-6.876829863E-1,4.464460015E-1,9.442989826E-1,1.250568867E0
1.357977284E1,-6.522639990E-1,4.906120002E-1,7.833170295E-1,1.131253300E0
1.358478574E1,-6.718279719E-1,6.576380134E-1,6.496469975E-1,1.142751855E0
1.358979843E1,-6.919360161E-1,8.513429761E-1,4.208199978E-1,1.175010546E0
1.359481159E1,-7.951139808E-1,1.044651985E0,8.325699717E-2,1.315460277E0
1.359982421E1,-9.545180202E-1,1.196789980E0,-2.540560067E-1,1.551758796E0
1.360483720E1,-1.075016022E0,1.281870008E0,-5.913010240E-1,1.774397662E0
1.360985005E1,-1.183125973E0,1.327412009E0,-8.877210021E-1,1.987425039E0
1.361486297E1,-1.210041046E0,1.293735027E0,-1.102699041E0,2.086598867E0
1.361987590E1,-1.018869042E0,1.168221951E0,-1.236454010E0,1.982840178E0
1.362488858E1,-6.506919861E-1,9.390890002E-1,-1.289268970E0,1.722644098E0
1.362990150E1,-2.014220059E-1,5.795999765E-1,-1.165853024E0,1.317467354E0
1.363491437E1,1.245179996E-1,1.447740048E-1,-7.709450126E-1,7.942420645E-1
1.363992729E1,2.867900133E-1,-3.248510063E-1,-1.862570047E-1,4.716655169E-1
1.364494023E1,3.131000102E-1,-7.350900173E-1,4.930180013E-1,9.388587218E-1
1.364995292E1,2.445739955E-1,-1.101348996E0,1.117321968E0,1.587826952E0
1.365496585E1,9.452199936E-2,-1.412153959E0,1.755110979E0,2.254667994E0
1.365997877E1,-4.269999918E-4,-1.656142950E0,2.406687975E0,2.921464814E0
1.366499169E1,4.201599956E-2,-1.808855057E0,2.881716013E0,3.402647372E0
1.367000462E1,1.676930040E-1,-1.844452977E0,3.003297091E0,3.528444578E0
1.367501744E1,2.942720056E-1,-1.860056996E0,2.867065907E0,3.430229578E0
1.368003037E1,2.849490047E-1,-1.924684048E0,2.500452042E0,3.168258991E0
1.368504306E1,1.806399971E-1,-1.888357997E0,1.944316983E0,2.716412204E0
1.369005599E1,1.452769935E-1,-1.750285029E0,1.212167025E0,2.133999059E0
1.369506892E1,1.785680056E-1,-1.536129951E0,3.174670041E-1,1.578723237E0
1.370008177E1,2.391469926E-1,-1.353157997E0,-5.901349783E-1,1.495488931E0
1.370509468E1,2.991510034E-1,-1.252459049E0,-1.483852983E0,1.964679278E0
1.371010738E1,3.036040068E-1,-1.164353967E0,-2.282180071E0,2.579969269E0
1.371512030E1,2.655310035E-1,-1.086480021E0,-2.890141010E0,3.099009618E0
1.372013322E1,1.983219981E-1,-9.765599966E-1,-3.307992935E0,3.454825365E0
1.372514614E1,1.154870018E-1,-9.006010294E-1,-3.563370943E0,3.677231559E0
1.373015906E1,-1.009400003E-2,-8.451960087E-1,-3.656291008E0,3.752721961E0
1.373517198E1,-1.647299975E-1,-8.098499775E-1,-3.627729893E0,3.720674285E0
1.374018482E1,-2.934480011E-1,-7.675679922E-1,-3.382349014E0,3.480740899E0
1.374519777E1,-4.226669967E-1,-7.463179827E-1,-2.974560976E0,3.095747232E0
1.375021046E1,-5.515009761E-1,-7.884860039E-1,-2.431397915E0,2.614872717E0
1.375522337E1,-6.517969966E-1,-8.137109876E-1,-1.861641049E0,2.133699204E0
1.376023621E1,-6.819339991E-1,-8.504549861E-1,-1.414953947E0,1.786169739E0
1.376524914E1,-6.552649736E-1,-8.593689799E-1,-1.050233960E0,1.506943463E0
1.377026206E1,-6.129480004E-1,-8.543859720E-1,-7.537840009E-1,1.293781651E0
1.377527498E1,-5.825030208E-1,-8.362619877E-1,-5.390769839E-1,1.152930126E0
1.378028768E1,-5.917469859E-1,-8.188019991E-1,-3.515560031E-1,1.069669497E0
1.378530060E1,-6.003699899E-1,-7.755699754E-1,-2.727760077E-1,1.018017515E0
1.379031345E1,-5.950750113E-1,-7.061560154E-1,-2.210649997E-1,9.495474297E-1
1.379532645E1,-5.897809863E-1,-6.243649721E-1,-2.099920064E-1,8.841775121E-1
1.380033931E1,-5.982739925E-1,-5.028880239E-1,-2.668040097E-1,8.258404896E-1
1.380535223E1,-6.343179941E-1,-4.102680087E-1,-3.369469941E-1,8.271713447E-1
1.381036515E1,-6.706759930E-1,-3.325150013E-1,-4.341000021E-1,8.653411613E-1
1.381537784E1,-7.211930156E-1,-2.425689995E-1,-6.127070189E-1,9.769181011E-1
1.382039076E1,-7.996770144E-1,-1.811700016E-1,-8.046770096E-1,1.148830269E0
1.382540361E1,-8.244280219E-1,-9.378200024E-2,-9.827759862E-1,1.286205763E0
1.383041653E1,-7.950569987E-1,3.370200098E-2,-1.174353004E0,1.418575494E0
1.383542922E1,-7.658470273E-1,1.743279994E-1,-1.379462957E0,1.587397232E0
1.384044215E1,-7.776190042E-1,2.875860035E-1,-1.570922017E0,1.776286297E0
1.384545498E1,-7.895349860E-1,3.736639917E-1,-1.680654049E0,1.894093003E0
1.385046798E1,-8.284180164E-1,4.465270042E-1,-1.776846051E0,2.010682637E0
1.385548084E1,-8.395289779E-1,5.470449924E-1,-1.805030942E0,2.064510555E0
1.386049376E1,-8.230249882E-1,6.207789779E-1,-1.846925974E0,2.115153002E0
1.386550647E1,-7.382950187E-1,6.948050261E-1,-1.861628056E0,2.119785974E0
1.387051962E1,-6.946880221E-1,7.282710075E-1,-1.889971018E0,2.141252100E0
1.387553232E1,-6.789469719E-1,7.211840153E-1,-1.822968006E0,2.074677740E0
1.388054525E1,-6.769869924E-1,7.281540036E-1,-1.728770018E0,1.994283183E0
1.388555818E1,-6.341320276E-1,7.898700237E-1,-1.634606957E0,1.923007537E0
1.389057103E1,-5.637710094E-1,8.383569717E-1,-1.581375003E0,1.876546579E0
1.389558394E1,-5.477899909E-1,8.872669935E-1,-1.541821957E0,1.861325210E0
1.390059663E1,-5.727869868E-1,8.957740068E-1,-1.461457968E0,1.807306116E0
1.390560956E1,-5.980719924E-1,9.044219851E-1,-1.353844047E0,1.734520953E0
1.391062241E1,-6.372299790E-1,9.405789971E-1,-1.246242046E0,1.686377815E0
1.391563531E1,-6.494519711E-1,9.632869959E-1,-1.125015020E0,1.617210096E0
1.392064823E1,-6.209729910E-1,9.725819826E-1,-1.003795028E0,1.529420683E0
1.392566116E1,-5.925940275E-1,9.817730188E-1,-8.689259887E-1,1.438776673E0
1.393067408E1,-5.505970120E-1,9.775279760E-1,-7.340710163E-1,1.340737957E0
1.393568700E1,-4.677219987E-1,9.734920263E-1,-5.992370248E-1,1.235125745E0
1.394069970E1,-4.123139977E-1,9.556149840E-1,-4.234859943E-1,1.123629484E0
1.394571262E1,-3.979299963E-1,9.239940047E-1,-2.204589993E-1,1.029910371E0
1.395072555E1,-3.972879946E-1,8.919799924E-1,-4.460399970E-2,9.774740786E-1
1.395573840E1,-3.693889976E-1,8.593599796E-1,1.313360035E-1,9.445617777E-1
1.396075134E1,-3.278320134E-1,8.396300077E-1,2.801379859E-1,9.438907087E-1
1.396576403E1,-2.590509951E-1,7.779960036E-1,4.154579937E-1,9.192336723E-1
1.397077694E1,-2.042140067E-1,7.562050223E-1,5.781779885E-1,9.735703276E-1
1.397578978E1,-1.634429991E-1,7.603769898E-1,7.410929799E-1,1.074293063E0
1.398080267E1,-1.091860011E-1,7.491279840E-1,9.178689718E-1,1.189788960E0
1.398581536E1,-5.487300083E-2,7.905709743E-1,1.067631006E0,1.329605008E0
1.399082852E1,-1.401800010E-2,8.575540185E-1,1.149495959E0,1.434202343E0
1.399584119E1,-3.520000027E-4,8.822010159E-1,1.204306006E0,1.492860246E0
1.400085435E1,-2.610000083E-4,8.917970061E-1,1.218436003E0,1.509929886E0
1.400586702E1,-2.749899961E-2,9.137480259E-1,1.205497026E0,1.512915969E0
1.401087994E1,-8.221299946E-2,9.345129728E-1,1.206349969E0,1.528186416E0
1.401589280E1,-1.234230027E-1,9.541069865E-1,1.180127025E0,1.522581089E0
1.402090573E1,-1.645909995E-1,9.865790009E-1,1.140385032E0,1.516873872E0
1.402591865E1,-1.648370028E-1,1.018432975E0,1.087108016E0,1.498726393E0
1.403093134E1,-1.923000067E-1,1.009160042E0,1.006631970E0,1.438294548E0
1.403594426E1,-1.655790061E-1,1.027220964E0,1.021515965E0,1.458113228E0
1.404095710E1,-1.255609989E-1,1.004546046E0,1.077275038E0,1.478309788E0
1.404597003E1,-9.917800128E-2,9.691600204E-1,1.092056990E0,1.463453412E0
1.405098294E1,-3.188600019E-2,9.074310064E-1,1.174823046E0,1.484808721E0
1.405599587E1,6.284300238E-2,8.332149982E-1,1.311905980E0,1.555407913E0
1.406100846E1,1.847950071E-1,6.919410229E-1,1.435230970E0,1.604001095E0
1.406602146E1,3.745830059E-1,5.515890121E-1,1.653790951E0,1.783139752E0
