----------------------------969969099448951372522494
Content-Disposition: form-data; name="file"; filename="RawData.csv"
Content-Type: text/csv

"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.101318269E1,-6.476579905E-1,-9.705100209E-2,-3.738020062E-1,7.540608129E-1
1.101819562E1,-6.196979880E-1,-8.130300045E-2,-3.603529930E-1,7.214499663E-1
1.102320831E1,-5.643219948E-1,-3.755300120E-2,-2.924799919E-1,6.367213577E-1
1.102822147E1,-5.492979884E-1,6.868000142E-3,-1.974360049E-1,5.837434587E-1
1.103323409E1,-5.334600210E-1,-2.680999925E-3,-1.160869971E-1,5.459514380E-1
1.103824711E1,-5.031859875E-1,-1.182799973E-2,-2.118599974E-2,5.037706682E-1
1.104325995E1,-4.584990144E-1,-2.074800059E-2,8.727899939E-2,4.671931607E-1
1.104827287E1,-3.857150078E-1,-2.230999991E-3,1.820670068E-1,4.265318740E-1
1.105328579E1,-2.986020148E-1,1.624399982E-2,2.632049918E-1,3.983765787E-1
1.105829870E1,-2.111569941E-1,2.098700032E-2,3.034740090E-1,3.703028551E-1
1.106331139E1,-1.509969980E-1,1.173999999E-2,3.437730074E-1,3.756564942E-1
1.106832431E1,-8.403600007E-2,3.355999943E-3,3.564229906E-1,3.662112235E-1
1.107333715E1,-1.035900041E-2,2.077599987E-2,3.695330024E-1,3.702615169E-1
1.107835007E1,4.849600047E-2,3.771800175E-2,3.418770134E-1,3.473534253E-1
1.108336276E1,1.337070018E-1,8.139900118E-2,3.687779903E-1,4.006252187E-1
1.108837568E1,2.319519967E-1,1.247769967E-1,3.684880137E-1,4.529397796E-1
1.109338862E1,3.161650002E-1,1.542000026E-1,3.682389855E-1,5.092522937E-1
1.109840154E1,3.591910005E-1,1.697369963E-1,3.952639997E-1,5.604127516E-1
1.110341447E1,4.020169973E-1,1.985200047E-1,4.495599866E-1,6.349267989E-1
1.110842731E1,4.585399926E-1,2.132669985E-1,4.630149901E-1,6.856563414E-1
1.111344022E1,5.017099977E-1,2.412440032E-1,4.764780104E-1,7.327638673E-1
1.111845291E1,5.860090256E-1,2.824130058E-1,4.899519980E-1,8.143811419E-1
1.112346584E1,6.433159709E-1,3.367460072E-1,5.034400225E-1,8.835752192E-1
1.112847876E1,7.009480000E-1,3.906379938E-1,4.760749936E-1,9.330453046E-1
1.113349160E1,7.179849744E-1,4.440369904E-1,4.351049960E-1,9.497302932E-1
1.113850429E1,7.217429876E-1,4.561159909E-1,4.077639878E-1,9.461639430E-1
1.114351719E1,7.394610047E-1,4.813469946E-1,3.668160141E-1,9.555372808E-1
1.114853011E1,7.848169804E-1,4.926010072E-1,2.986289859E-1,9.735361915E-1
1.115354296E1,8.304520249E-1,5.035650134E-1,2.440679967E-1,1.001397761E0
1.115855596E1,8.627820015E-1,5.278419852E-1,2.031330019E-1,1.031636060E0
1.116356878E1,8.954300284E-1,5.520290136E-1,2.030519992E-1,1.071336120E0
1.116858170E1,9.420670271E-1,5.760260224E-1,1.893489957E-1,1.120334461E0
1.117359464E1,9.617419839E-1,6.134229898E-1,1.347900033E-1,1.148653017E0
1.117860733E1,9.543679953E-1,6.096540093E-1,6.662400067E-2,1.134431593E0
1.118362028E1,9.467530251E-1,6.057260036E-1,-1.513500046E-2,1.124043749E0
1.118863313E1,9.389399886E-1,6.425560117E-1,-6.963700056E-2,1.139884135E0
1.119364606E1,9.309110045E-1,7.067540288E-1,-9.688899666E-2,1.172810314E0
1.119865875E1,9.635909796E-1,7.438619733E-1,-9.689900279E-2,1.221158314E0
1.120367167E1,9.821860194E-1,7.540950179E-1,-9.690699726E-2,1.242070706E0
1.120868459E1,1.014024019E0,7.509790063E-1,-8.329100162E-2,1.264575648E0
1.121369744E1,1.058634043E0,7.616389990E-1,-6.964799762E-2,1.306005683E0
1.121871044E1,1.088724971E0,7.586899996E-1,-1.484000008E-3,1.327002178E0
1.122372328E1,1.118217945E0,8.102610111E-1,6.670100242E-2,1.382527867E0
1.122873621E1,1.147536039E0,8.345429897E-1,1.076600030E-1,1.422986873E0
1.123374913E1,1.190353990E0,8.723220229E-1,1.622509956E-1,1.484659462E0
1.123876182E1,1.219604015E0,8.962680101E-1,1.896139979E-1,1.525347098E0
1.124377475E1,1.208045959E0,8.928459883E-1,2.033639997E-1,1.515884532E0
1.124878759E1,1.210121989E0,9.029790163E-1,2.171200067E-1,1.525420411E0
1.125380049E1,1.252812028E0,9.267979860E-1,2.172619998E-1,1.573434225E0
1.125881318E1,1.308827996E0,9.643219709E-1,2.582719922E-1,1.646102065E0
1.126382613E1,1.364212990E0,9.611219764E-1,2.720600069E-1,1.690813172E0
1.126883905E1,1.364370942E0,9.715279937E-1,2.858769894E-1,1.699146952E0
1.127385190E1,1.350229979E0,9.274070263E-1,3.405869901E-1,1.673082271E0
1.127886490E1,1.335736036E0,8.831120133E-1,3.953219950E-1,1.649350498E0
1.128387774E1,1.334743023E0,8.390110135E-1,4.091910124E-1,1.628777364E0
1.128889043E1,1.292595983E0,7.950350046E-1,4.230630100E-1,1.575394345E0
1.129390358E1,1.250108957E0,6.967229843E-1,4.914210141E-1,1.513172143E0
1.129891619E1,1.193918943E0,6.257690191E-1,5.733979940E-1,1.464859914E0
1.130392919E1,1.151533008E0,5.550619960E-1,6.281099916E-1,1.424304830E0
1.130894204E1,1.029852033E0,4.703840017E-1,6.875219941E-1,1.324591564E0
1.131395497E1,9.265350103E-1,3.829320073E-1,7.291539907E-1,1.239665112E0
1.131896789E1,8.697059751E-1,3.250109851E-1,7.703649998E-1,1.206433942E0
1.132398061E1,8.542219996E-1,3.218890131E-1,8.387749791E-1,1.239698039E0
1.132899354E1,7.838699818E-1,2.910799980E-1,9.072359800E-1,1.233797729E0
1.133400635E1,6.720860004E-1,2.461300045E-1,9.349020123E-1,1.177421481E0
1.133901927E1,5.460090041E-1,2.002879977E-1,9.626659751E-1,1.124707471E0
1.134403217E1,4.734799862E-1,1.399299949E-1,9.496849775E-1,1.070357537E0
1.134904486E1,4.950309992E-1,1.327389926E-1,8.687649965E-1,1.008676335E0
1.135405800E1,5.560629964E-1,1.514060050E-1,7.471640110E-1,9.436015545E-1
1.135907061E1,6.292769909E-1,1.821549982E-1,5.712839961E-1,8.692153812E-1
1.136408361E1,6.878859997E-1,1.979749948E-1,3.274700046E-1,7.871580851E-1
1.136909646E1,6.773819923E-1,1.716279984E-1,1.110749990E-1,7.075593182E-1
1.137410940E1,5.444189906E-1,2.126889974E-1,3.718999913E-3,5.845019058E-1
1.137912209E1,5.751109719E-1,2.941870093E-1,-3.078910112E-1,7.156084832E-1
1.138413502E1,5.513780117E-1,2.804450095E-1,-4.832780063E-1,7.849998385E-1
1.138914787E1,5.685539842E-1,2.123579979E-1,-6.858900189E-1,9.158573417E-1
1.139416082E1,5.859590173E-1,1.586430073E-1,-8.204479814E-1,1.020612788E0
1.139917375E1,6.852710247E-1,1.605679989E-1,-9.278470278E-1,1.164593735E0
1.140418667E1,7.437130213E-1,1.099769995E-1,-1.049013019E0,1.290593783E0
1.140919936E1,7.602660060E-1,-6.876000203E-3,-1.115775943E0,1.350187999E0
1.141421229E1,7.619240284E-1,-1.624120027E-1,-1.114529967E0,1.359809888E0
1.141922514E1,7.482920289E-1,-2.887409925E-1,-1.004369020E0,1.285328538E0
1.142423813E1,7.742050290E-1,-3.996680081E-1,-8.261569738E-1,1.200692837E0
1.142925098E1,7.437090278E-1,-5.095260143E-1,-6.478869915E-1,1.110170001E0
1.143426391E1,7.112789750E-1,-7.004259825E-1,-4.150309861E-1,1.081094379E0
1.143927683E1,6.770120263E-1,-8.640679717E-1,-1.139080003E-1,1.103600370E0
1.144428952E1,6.009119749E-1,-9.736549854E-1,1.328880042E-1,1.151850014E0
1.144930244E1,4.689179957E-1,-1.002233028E0,3.799029887E-1,1.169906582E0
1.145431528E1,2.812620103E-1,-1.032011032E0,5.863119960E-1,1.219801970E0
1.145932820E1,-3.053999972E-3,-1.076761961E0,7.385290265E-1,1.305699342E0
1.146434090E1,-3.011060059E-1,-1.136489034E0,8.773270249E-1,1.466961097E0
1.146935382E1,-5.450279713E-1,-1.170302033E0,9.210050106E-1,1.585847587E0
1.147436674E1,-7.478950024E-1,-1.205356002E0,9.103720188E-1,1.685528771E0
1.147937959E1,-9.505320191E-1,-1.214285016E0,9.271389842E-1,1.799329296E0
1.148439258E1,-1.192607999E0,-1.210258007E0,9.711480141E-1,1.957081181E0
1.148940542E1,-1.419689059E0,-1.193171978E0,1.015148997E0,2.114167420E0
1.149441835E1,-1.658489943E0,-1.190067053E0,1.072682977E0,2.305969915E0
1.149943104E1,-1.895534039E0,-1.214602947E0,1.075649977E0,2.495061619E0
1.150444400E1,-2.061923027E0,-1.225548029E0,1.078410029E0,2.629916868E0
1.150945692E1,-2.158109903E0,-1.182355046E0,1.040163994E0,2.671580608E0
1.151446978E1,-2.251982927E0,-1.194002986E0,9.336429834E-1,2.714545902E0
1.151948270E1,-2.343765974E0,-1.233237982E0,7.452409863E-1,2.751272249E0
1.152449540E1,-2.419585943E0,-1.271999955E0,6.110460162E-1,2.801027893E0
1.152950832E1,-2.439044952E0,-1.296530962E0,4.902229905E-1,2.805396834E0
1.153452116E1,-2.429611921E0,-1.306445003E0,3.555130064E-1,2.781402907E0
1.153953408E1,-2.419126987E0,-1.342455029E0,3.022989929E-1,2.783117958E0
1.154454676E1,-2.394197941E0,-1.404147983E0,3.169389963E-1,2.793611581E0
1.154955968E1,-2.368828058E0,-1.464583993E0,3.722650111E-1,2.809792498E0
1.155457258E1,-2.343422890E0,-1.496747971E0,4.410980046E-1,2.815395670E0
1.155958551E1,-2.359324932E0,-1.528326988E0,5.507810116E-1,2.864534385E0
1.156459843E1,-2.430541992E0,-1.586765051E0,6.060360074E-1,2.965238160E0
1.156961135E1,-2.462029934E0,-1.631538987E0,6.477929950E-1,3.023763653E0
1.157462418E1,-2.426142931E0,-1.621775985E0,6.896290183E-1,2.998652205E0
1.157963711E1,-2.363279104E0,-1.584666014E0,7.859680057E-1,2.951948544E0
1.158464979E1,-2.299724102E0,-1.588345051E0,7.732620239E-1,2.899914672E0
1.158966271E1,-2.194888115E0,-1.673946977E0,6.107119918E-1,2.827118932E0
1.159467556E1,-2.225543976E0,-1.745731950E0,7.340899706E-1,2.922244705E0
1.159968848E1,-2.213758945E0,-1.721729994E0,7.618989944E-1,2.906126790E0
1.160470118E1,-2.186923981E0,-1.656363964E0,8.031119704E-1,2.858525304E0
1.160971410E1,-2.117636919E0,-1.590967059E0,9.122440219E-1,2.801383847E0
1.161472704E1,-2.019812107E0,-1.593906045E0,8.169509768E-1,2.699552986E0
1.161973996E1,-1.921053052E0,-1.610718966E0,7.215840220E-1,2.608743743E0
1.162475278E1,-1.767070055E0,-1.518748045E0,6.942560077E-1,2.431280240E0
1.162976578E1,-1.571575999E0,-1.372493029E0,6.396420002E-1,2.182368008E0
1.163477863E1,-1.484509945E0,-1.240129948E0,5.850020051E-1,2.020870953E0
1.163979156E1,-1.437968969E0,-1.135452032E0,5.031399727E-1,1.900041027E0
1.164480422E1,-1.432294965E0,-1.058573008E0,4.758299887E-1,1.843491214E0
1.164981715E1,-1.426468968E0,-9.417290092E-1,4.077500105E-1,1.757249930E0
1.165483001E1,-1.447639942E0,-8.121910095E-1,2.580370009E-1,1.679850806E0
1.165984293E1,-1.427489996E0,-7.107480168E-1,1.083829999E-1,1.598323280E0
1.166485586E1,-1.434267998E0,-6.234030128E-1,-6.847900152E-2,1.565389849E0
1.166986852E1,-1.399520993E0,-5.499839783E-1,-2.453639954E-1,1.523596035E0
1.167488144E1,-1.350492001E0,-4.763930142E-1,-3.950859904E-1,1.485554404E0
1.167989435E1,-1.273463964E0,-3.887310028E-1,-5.721690059E-1,1.449206553E0
1.168490720E1,-1.210047960E0,-3.271670043E-1,-7.629969716E-1,1.467453132E0
1.168992017E1,-1.201104999E0,-2.643289864E-1,-8.722460270E-1,1.507758655E0
1.169493302E1,-1.164962053E0,-1.998330057E-1,-9.408220053E-1,1.510700454E0
1.169994593E1,-1.169649959E0,-1.609130055E-1,-9.687330127E-1,1.527225481E0
1.170495863E1,-1.147616982E0,-1.204489991E-1,-9.559100270E-1,1.498431406E0
1.170997155E1,-1.139528036E0,-1.334539950E-1,-8.614500165E-1,1.434723055E0
1.171498440E1,-1.145310044E0,-1.185540035E-1,-7.534189820E-1,1.376019735E0
1.171999732E1,-1.137596965E0,-1.033340022E-1,-6.317870021E-1,1.305358030E0
1.172501003E1,-1.116518021E0,-1.017690003E-1,-5.646020174E-1,1.255286763E0
1.173002296E1,-1.081902981E0,-8.661100268E-2,-4.973990023E-1,1.193910086E0
1.173503579E1,-1.061141968E0,-8.530399948E-2,-4.437600076E-1,1.153352501E0
1.174004879E1,-1.054322958E0,-9.785199910E-2,-3.900569975E-1,1.128413211E0
1.174506166E1,-1.061789036E0,-1.244060025E-1,-3.770999908E-1,1.133612462E0
1.175007466E1,-1.083431005E0,-9.672799706E-2,-3.368180096E-1,1.138694613E0
1.175508750E1,-1.064684987E0,-4.206300154E-2,-2.828359902E-1,1.102415355E0
1.176010019E1,-1.087185025E0,3.955600038E-2,-2.968840003E-1,1.127686156E0
1.176511311E1,-1.096837044E0,5.255100131E-2,-2.699339986E-1,1.130786218E0
1.177012603E1,-1.038897038E0,2.423099987E-2,-3.654629886E-1,1.101570421E0
1.177513890E1,-1.035943031E0,3.647400066E-2,-3.928070068E-1,1.108515070E0
1.178015182E1,-9.922699928E-1,3.502799943E-2,-4.065090120E-1,1.072882229E0
1.178516476E1,-9.075189829E-1,3.376600146E-2,-4.611130059E-1,1.018506775E0
1.179017745E1,-8.905450106E-1,4.650799930E-2,-5.294119716E-1,1.037068197E0
1.179519031E1,-9.278370142E-1,5.506000016E-3,-5.433369875E-1,1.075233427E0
1.180020323E1,-9.784759879E-1,-4.810100049E-2,-5.301679969E-1,1.113915199E0
1.180521615E1,-1.029028058E0,-1.004860029E-1,-5.035330057E-1,1.150018117E0
1.181022884E1,-1.106816053E0,-1.106550023E-1,-3.953390121E-1,1.180499572E0
1.181524202E1,-1.157667994E0,-1.331810057E-1,-2.872669995E-1,1.200189441E0
1.182025471E1,-1.195301056E0,-1.682099998E-1,-1.384290010E-1,1.214990455E0
1.182526762E1,-1.233600020E0,-1.889809966E-1,3.763499856E-2,1.248558857E0
1.183028054E1,-1.258867979E0,-2.364919931E-1,2.000789940E-1,1.296421481E0
1.183529340E1,-1.230046034E0,-2.838410139E-1,3.489220142E-1,1.309704371E0
1.184030633E1,-1.228590965E0,-3.175520003E-1,4.977799952E-1,1.363106730E0
1.184531904E1,-1.186113954E0,-2.837199867E-1,5.922129750E-1,1.355757924E0
1.185033197E1,-1.102481961E0,-2.368039936E-1,5.777249932E-1,1.267007803E0
1.185534490E1,-1.073297977E0,-2.451300025E-1,5.497050285E-1,1.230541704E0
1.186035783E1,-1.084759951E0,-2.405660003E-1,5.626140237E-1,1.245435944E0
1.186537068E1,-1.095427036E0,-2.095600069E-1,5.074459910E-1,1.225306991E0
1.187038360E1,-1.118705034E0,-1.245839968E-1,4.386340082E-1,1.208065362E0
1.187539631E1,-1.154863954E0,-4.004999995E-2,3.153280020E-1,1.197809043E0
1.188040923E1,-1.217988014E0,3.051600046E-2,2.056619972E-1,1.235606283E0
1.188542214E1,-1.267894983E0,7.371799648E-2,9.604900330E-2,1.273663002E0
1.189043506E1,-1.205500007E0,1.084640026E-1,-5.737999920E-3,1.210383258E0
1.189544793E1,-1.180688024E0,1.376110017E-1,-1.157509983E-1,1.194302847E0
1.190046086E1,-1.123978972E0,1.677429974E-1,-1.979639977E-1,1.153540718E0
1.190547354E1,-1.042292953E0,2.118300050E-1,-2.255669981E-1,1.087256649E0
1.191048646E1,-8.971490264E-1,2.364500016E-1,-2.554230094E-1,9.623023914E-1
1.191549939E1,-8.105069995E-1,2.929610014E-1,-2.696039975E-1,9.030138759E-1
1.192051224E1,-8.256599903E-1,4.059759974E-1,-2.427240014E-1,9.515491952E-1
1.192552517E1,-7.194820046E-1,3.557029963E-1,-1.476729959E-1,8.160798308E-1
1.193053787E1,-5.997830033E-1,3.598400056E-1,-2.160490006E-1,7.320530387E-1
1.193555077E1,-5.483959913E-1,4.592449963E-1,-2.299190015E-1,7.513367269E-1
1.194056369E1,-4.700140059E-1,5.041319728E-1,-1.620420069E-1,7.080394224E-1
1.194557662E1,-3.777259886E-1,5.079439878E-1,-1.622609943E-1,6.534620475E-1
1.195058946E1,-3.397569954E-1,5.390220284E-1,-1.761099994E-1,6.610554402E-1
1.195560239E1,-3.427479863E-1,5.563920140E-1,-1.490799934E-1,6.702783749E-1
1.196061532E1,-3.596070111E-1,5.736569762E-1,-6.753800064E-2,6.804123091E-1
1.196562801E1,-3.629760146E-1,5.903769732E-1,1.407499984E-2,6.931772235E-1
1.197064093E1,-3.528240025E-1,6.338040233E-1,6.851500273E-2,7.286196691E-1
1.197565386E1,-3.699670136E-1,6.628019810E-1,1.366710067E-1,7.712723392E-1
1.198066671E1,-4.007320106E-1,6.774119735E-1,1.776719987E-1,8.068707860E-1
1.198567964E1,-4.448139966E-1,6.912519932E-1,2.187359929E-1,8.506081614E-1
1.199069257E1,-4.614929855E-1,6.909059882E-1,2.189919949E-1,8.592347491E-1
1.199570528E1,-4.917860031E-1,6.763250232E-1,2.193160057E-1,8.645047832E-1
1.200071820E1,-5.221009851E-1,6.612910032E-1,1.924500018E-1,8.642524126E-1
1.200573112E1,-5.660629869E-1,6.459429860E-1,1.520030051E-1,8.722239161E-1
1.201074399E1,-5.689150095E-1,6.576970220E-1,1.660359949E-1,8.853234507E-1
1.201575699E1,-5.440250039E-1,6.694759727E-1,1.527889967E-1,8.760740610E-1
1.202076983E1,-5.595369935E-1,6.812760234E-1,1.667480022E-1,8.972310535E-1
1.202578272E1,-5.881779790E-1,6.794800162E-1,1.806689948E-1,9.166720859E-1
1.203079542E1,-6.164060235E-1,6.774250269E-1,2.354519963E-1,9.456736728E-1
1.203580834E1,-6.716439724E-1,7.022560239E-1,2.630159855E-1,1.006700828E0
1.204082118E1,-7.267689705E-1,7.402269840E-1,2.770049870E-1,1.073713596E0
1.204583411E1,-7.819300294E-1,7.505499721E-1,2.229429930E-1,1.106545711E0
1.205084704E1,-8.073419929E-1,7.378659844E-1,1.706310064E-1,1.106960814E0
1.205585972E1,-8.438950181E-1,7.289819717E-1,1.577679962E-1,1.126261185E0
1.206087264E1,-8.039270043E-1,7.243030071E-1,1.583829969E-1,1.093617231E0
1.206588549E1,-7.644010186E-1,7.610980272E-1,1.453379989E-1,1.088440287E0
1.207089841E1,-7.020620108E-1,7.478610277E-1,1.760199964E-1,1.040754641E0
1.207591110E1,-7.245470285E-1,7.521830201E-1,2.449920028E-1,1.072738912E0
1.208092425E1,-7.656450272E-1,7.621250153E-1,3.135719895E-1,1.124888545E0
1.208593694E1,-8.473730087E-1,7.721549869E-1,3.276470006E-1,1.192315771E0
1.209094987E1,-8.809639812E-1,7.480490208E-1,3.306550086E-1,1.202084693E0
1.209596280E1,-9.294019938E-1,7.672690153E-1,4.131039977E-1,1.274026970E0
1.210097565E1,-9.561390281E-1,7.907649875E-1,4.952970147E-1,1.335975389E0
1.210598854E1,-9.972890019E-1,8.555999994E-1,5.502290130E-1,1.424566137E0
1.211100147E1,-1.025182962E0,9.064829946E-1,5.779880285E-1,1.485524045E0
1.211601417E1,-1.121605992E0,9.023749828E-1,6.194589734E-1,1.567166242E0
1.212102709E1,-1.204650998E0,9.113780260E-1,6.610149741E-1,1.648858614E0
1.212604000E1,-1.274114966E0,9.470180273E-1,6.754170060E-1,1.725224688E0
1.213105284E1,-1.302678943E0,9.957470298E-1,6.762719750E-1,1.773648319E0
1.213606578E1,-1.345095992E0,1.030468941E0,6.227130294E-1,1.805248178E0
1.214107870E1,-1.374251008E0,1.051321030E0,6.236960292E-1,1.839249433E0
1.214609140E1,-1.376302004E0,1.058640003E0,6.655390263E-1,1.859534366E0
1.215110432E1,-1.392109036E0,1.079617023E0,6.937689781E-1,1.893371565E0
1.215611724E1,-1.380473018E0,1.059851050E0,7.492179871E-1,1.894813340E0
1.216113017E1,-1.354729056E0,1.054065943E0,8.318319917E-1,1.907430284E0
1.216614301E1,-1.342095971E0,1.034852028E0,9.007750154E-1,1.919254007E0
1.217115594E1,-1.342564940E0,1.029343009E0,9.832990170E-1,1.956758699E0
1.217616862E1,-1.383295059E0,1.010154009E0,1.079421043E0,2.024615058E0
1.218118155E1,-1.436890960E0,1.004263997E0,1.175549030E0,2.110714886E0
1.218619447E1,-1.503268957E0,9.571110010E-1,1.244451046E0,2.173600108E0
1.219120730E1,-1.582277060E0,9.499139786E-1,1.299810052E0,2.257308891E0
1.219622022E1,-1.646595001E0,9.280350208E-1,1.314407945E0,2.302214660E0
1.220123293E1,-1.710057974E0,9.051539898E-1,1.301872015E0,2.332053336E0
1.220624585E1,-1.731899023E0,8.673989773E-1,1.262248039E0,2.311952708E0
1.221125876E1,-1.698809028E0,8.284810185E-1,1.181925058E0,2.229188138E0
1.221627168E1,-1.610795975E0,8.294270039E-1,1.115365982E0,2.127593500E0
1.222128461E1,-1.481794000E0,8.298659921E-1,1.048897028E0,1.996140275E0
1.222629746E1,-1.379899979E0,8.568580151E-1,9.689270258E-1,1.891335293E0
1.223131016E1,-1.291669965E0,8.560159802E-1,9.163159728E-1,1.800224880E0
1.223632308E1,-1.216985941E0,8.953440189E-1,8.910769820E-1,1.754056407E0
1.224133601E1,-1.101389050E0,9.751679897E-1,8.522989750E-1,1.700124699E0
1.224634893E1,-1.026576996E0,1.081601977E0,7.046849728E-1,1.649334434E0
1.225136179E1,-1.006595016E0,1.160343051E0,5.980529785E-1,1.648422545E0
1.225637471E1,-1.055053949E0,1.265961051E0,4.642890096E-1,1.712121638E0
1.226138739E1,-1.090240955E0,1.344825029E0,3.168770075E-1,1.759997369E0
1.226640032E1,-1.098399997E0,1.465345025E0,8.765300363E-2,1.833412568E0
1.227141325E1,-1.093876004E0,1.505933046E0,-2.098989934E-1,1.873087462E0
1.227642610E1,-9.953380227E-1,1.467473984E0,-3.988530040E-1,1.817487659E0
1.228143901E1,-8.164510131E-1,1.378443956E0,-4.113259912E-1,1.654052317E0
1.228645193E1,-5.972149968E-1,1.225569963E0,-2.882879972E-1,1.393483928E0
1.229146485E1,-3.915730119E-1,1.009106994E0,-1.619100012E-2,1.082537989E0
1.229647778E1,-2.397450060E-1,7.289100289E-1,3.641029894E-1,8.493282552E-1
1.230149046E1,-1.143879965E-1,4.252719879E-1,7.845889926E-1,8.997337188E-1
1.230650339E1,-4.302199930E-2,1.790719926E-1,1.259052992E0,1.272451220E0
1.231151623E1,-6.677199900E-2,-6.532599777E-2,1.828570962E0,1.830955420E0
1.231652916E1,-6.296800077E-2,-3.774800003E-1,2.343561888E0,2.374602797E0
1.232154185E1,-4.571900144E-2,-6.776340008E-1,2.804363966E0,2.885435031E0
1.232655476E1,-1.493799966E-2,-9.123679996E-1,3.170278072E0,3.298984930E0
1.233156761E1,7.034000009E-2,-1.083050013E0,3.414266109E0,3.582618890E0
1.233658052E1,1.968500018E-1,-1.176978946E0,3.536453962E0,3.732363325E0
1.234159321E1,2.967909873E-1,-1.195057988E0,3.509730101E0,3.719469568E0
1.234660637E1,3.436329961E-1,-1.191766024E0,3.279591084E0,3.506295419E0
1.235161905E1,3.102889955E-1,-1.125985980E0,2.818770885E0,3.051162564E0
1.235663220E1,2.373950034E-1,-1.051686049E0,2.222567081E0,2.470264027E0
1.236164489E1,1.242590025E-1,-9.810720086E-1,1.572530985E0,1.857631902E0
1.236665781E1,3.887400031E-2,-8.726469874E-1,9.639289975E-1,1.300839369E0
1.237167065E1,3.538699821E-2,-7.658780217E-1,3.012210131E-1,8.237447921E-1
1.237668357E1,9.971799701E-2,-6.736279726E-1,-4.156959951E-1,7.978229658E-1
1.238169627E1,1.085449979E-1,-5.665839911E-1,-9.828590155E-1,1.139654018E0
1.238670919E1,7.579000294E-2,-4.715560079E-1,-1.386746049E0,1.466688037E0
1.239172202E1,9.686899930E-2,-3.604089916E-1,-1.682026982E0,1.722931517E0
1.239673494E1,9.040900320E-2,-2.602730095E-1,-1.882372975E0,1.902431036E0
1.240174762E1,6.963100284E-2,-1.836390048E-1,-2.042489052E0,2.051909668E0
1.240676078E1,-6.494000088E-3,-1.040880010E-1,-2.094130993E0,2.096726281E0
1.241177347E1,-8.371099830E-2,-7.601799816E-2,-2.037328959E0,2.040464543E0
1.241678640E1,-1.076420024E-1,-5.914599821E-2,-1.967321038E0,1.971151216E0
1.242179931E1,-1.327529997E-1,-6.713200361E-2,-1.843247056E0,1.849240324E0
1.242681216E1,-1.177890003E-1,-7.381600142E-2,-1.678537011E0,1.684283096E0
1.243182508E1,-4.859599844E-2,-1.206369996E-1,-1.527577043E0,1.533103544E0
1.243683800E1,-6.397999823E-3,-1.808380038E-1,-1.444769025E0,1.456056611E0
1.244185069E1,3.646099940E-2,-2.544699907E-1,-1.362014055E0,1.386061567E0
1.244686362E1,5.300899968E-2,-3.416649997E-1,-1.361017942E0,1.404248826E0
1.245187646E1,2.944700047E-2,-4.148499966E-1,-1.400977969E0,1.461405801E0
1.245688940E1,3.361799940E-2,-5.010529757E-1,-1.400207996E0,1.487537121E0
1.246190209E1,5.176499858E-2,-5.861499906E-1,-1.372424006E0,1.493251178E0
1.246691525E1,9.755899757E-2,-6.970229745E-1,-1.358561039E0,1.530048000E0
1.247192794E1,1.708370000E-1,-7.653459907E-1,-1.304180026E0,1.521783594E0
1.247694111E1,2.577750087E-1,-8.590160012E-1,-1.182072997E0,1.483796824E0
1.248195380E1,3.445940018E-1,-9.645720124E-1,-9.922059774E-1,1.426049401E0
1.248696673E1,3.902530074E-1,-1.068601966E0,-8.026300073E-1,1.392272423E0
1.249197955E1,4.214859903E-1,-1.171725035E0,-6.268280149E-1,1.394095892E0
1.249699248E1,4.515439868E-1,-1.260784984E0,-4.374580085E-1,1.408843588E0
1.250200516E1,5.074570179E-1,-1.309224010E0,-2.752430141E-1,1.430852490E0
1.250701808E1,5.210459828E-1,-1.331066012E0,-1.945820004E-1,1.442597588E0
1.251203094E1,5.329300165E-1,-1.381121039E0,-1.409250051E-1,1.487067445E0
1.251704386E1,5.431140065E-1,-1.404894948E0,-1.823769957E-1,1.517222465E0
1.252205678E1,5.789080262E-1,-1.429762006E0,-2.508110106E-1,1.562773195E0
1.252706947E1,6.400560141E-1,-1.455463052E0,-3.190290034E-1,1.621673180E0
1.253208240E1,6.860280037E-1,-1.468307972E0,-4.142900109E-1,1.672781796E0
1.253709532E1,7.036510110E-1,-1.440716982E0,-4.685670137E-1,1.670432643E0
1.254210824E1,7.483800054E-1,-1.372270942E0,-5.773119926E-1,1.666280081E0
1.254712109E1,7.250750065E-1,-1.316972017E0,-7.133809924E-1,1.664049729E0
1.255213409E1,6.337490082E-1,-1.301746011E0,-8.223559856E-1,1.665067521E0
1.255714693E1,5.015310049E-1,-1.285542011E0,-9.042699933E-1,1.649804786E0
1.256215989E1,3.557910025E-1,-1.268239975E0,-9.591490030E-1,1.629412987E0
1.256717258E1,2.234710008E-1,-1.208778024E0,-1.000640988E0,1.585044475E0
1.257218552E1,7.733199745E-2,-1.148095965E0,-1.001489043E0,1.525478576E0
1.257719836E1,-5.523100123E-2,-1.099712968E0,-9.344720244E-1,1.444180404E0
1.258221130E1,-2.009519935E-1,-1.077468038E0,-8.949080110E-1,1.414983895E0
1.258722399E1,-3.598900139E-1,-1.040243030E0,-8.419809937E-1,1.385842118E0
1.259223690E1,-4.910880029E-1,-1.001693964E0,-7.348229885E-1,1.335860415E0
